title,price,img_src,link,author,publisher,intro
어둠의 눈,"14,400원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/149/16314972.jpg?type=m1&udate=Tue Apr 14 00:49:00 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%94%98+%EC%BF%A4%EC%B8%A0&frameFilterType=1&frameFilterValue=6000000649, 딘 쿤츠,다산책방,"40년 전 ‘코로나19’를 예견한 소설,
한국어판 최초 출간!
2020년 전 세계 역주행 베스트셀러 1위![줄거리]
라스베이거스에서 쇼 제작자로 일하는 크리스티나 에번스는 의문의 버스 사고로 열두 살 난 아들 대니를 잃었다. 그런데 1년이 지난 뒤, 그녀에게 자꾸만 기괴한 일이 일어난다. 대니가 살려달라고 외치는 악몽, 자꾸만 칠판에 나타나는 ‘죽지 않았어’라는 메시지, 혼자서 저절로 켜지는 라디오. 이 모든 일이 아들이 살아 있다는 증거라고 생각한 그녀는 아들을 직접 찾아내기로 결심한다. 사건을"
민주를 지켜라!,"10,710원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/215/16321531.jpg?type=m1&udate=Tue Apr 14 00:49:00 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9D%B4%EC%83%81%EA%B6%8C&frameFilterType=1&frameFilterValue=5000013491, 이상권,서해문집,"서해문집 청소년문학 8권. 2020년은 4·19혁명 60주년이자, 만 18세 이상 청소년에게도 투표권이 주어진, 뜻깊은 해다. 이 책은 지난 혁명의 의미를 되새기는 것은 물론, 첫 선거를 맞이한 청소년들에게 민주주의의 역사를 소설로 보여 준다. 3·1운동 100주년 기념 소설집인 <대한 독립 만세>를 통해 청소년들에게 독립운동의 역사적 의미를 소설로 잘 풀어내 보여 줬던 다섯 작가가 다시 한 번 의기투합해 완성한 결과물이다.

이 책에서는 교과서를 비롯한 다른 매체를 통해 많이 알려진 4·19혁명의 현장과"
삼국수호전. 11(완결),"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/275/16327503.jpg?type=m1&udate=Tue Apr 14 00:49:00 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9D%B4%EC%A7%84%EC%9A%B1&frameFilterType=1&frameFilterValue=34057, 이진욱,어울림출판사,"위정자들의 나라, 송나라.
그 거대한 힘에 맞서 싸웠던 양산박의 오호장 임충.
고구려에서 왕족 고사현으로 환생하는데…

“나더러 하늘의 뜻을 대신 행하란 말이오?”

개마기병의 말발굽 소리가 대륙을 진동하고,
장사모 한 자루가 전장을 휩쓴다.

행천도장 고사현!
그 위대한 이름이 세상에 울려 퍼질 날이
도래했다!!"
보라색 치마를 입은 여자(양장본 HardCover),"11,250원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/257/16325769.jpg?type=m1&udate=Tue Apr 14 00:49:00 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9D%B4%EB%A7%88%EB%AC%B4%EB%9D%BC+%EB%82%98%EC%93%B0%EC%BD%94&frameFilterType=1&frameFilterValue=3660461, 이마무라 나쓰코,문학동네,"일명 ‘보라색 치마’는 ‘나’가 사는 동네에서 누구나 알고 있는 유명인이다. 언제나 같은 옷차림에 푸석푸석한 머리를 하고서 일주일에 한 번꼴로 상점가에 나타나 빵집과 공원을 들른다. 스쳐가는 사람들과 대화를 나누기는커녕 눈길도 마주치지 않고 뚜렷한 직업 없이 오래된 빌라에 혼자 사는 보라색 치마는 모두가 알면서도 누구 하나 관심을 보이지 않는 존재이지만, ‘나’는 그녀와 친구가 되고 싶다는 일념으로 매일같이 뒤를 밟으며 일거수일투족을 관찰하고 기록한다. 

공원에서 늘 앉는 벤치에 구인정보지를 가져다놓는 물밑작업 끝에"
셰익스피어 4대 비극,"17,820원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/132/16313252.jpg?type=m1&udate=Tue Apr 14 00:49:00 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9C%8C%EB%A6%AC%EC%97%84+%EC%85%B0%EC%9D%B5%EC%8A%A4%ED%94%BC%EC%96%B4&frameFilterType=1&frameFilterValue=6000003242, 윌리엄 셰익스피어,더스토리,"영국이 낳은 세계 최고의 시인 겸 극작가 셰익스피어의 4대 비극
햄릿, 오셀로, 리어왕, 맥베스
불멸의 고전을 한 권으로 읽는다!누구에게나 알려져 있지만 모두가 읽어보지는 못한 셰익스피어 4대 비극. 더스토리가 대문호 셰익스피어의 작품 세계를 되짚어 볼 수 있는 대표작 《셰익스피어 4대 비극》을 묶어 한 권으로 출간했다.
먼 과거에 쓰인 셰익스피어의 비극이 시간이 지나도 전 세계 사람들로부터 사랑받고, 무대에서 공연되는 이유는 바로 ‘현대성’에 있다. 인간의 보편적 감성이 불변함을 셰익스피어는 알"
세상의 주인 Lord Of The World,"13,500원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/179/16317999.jpg?type=m1&udate=Tue Apr 14 00:49:00 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%A1%9C%EB%B2%84%ED%8A%B8+%ED%9C%B4+%EB%B2%A4%EC%8A%A8&frameFilterType=1&frameFilterValue=4664677, 로버트 휴 벤슨,메이븐,"왜 프란치스코 교황은 113년 전 소설을 두 번이나 추천했을까?로버트 휴 벤슨이 1907년 발표한 《세상의 주인》은 프란치스코 교황이 두 번이나 추천하면서 다시금 전 세계 독자들에게 화제가 되었다. 세계 대통령으로 등극한 미국 정치인과 교황의 대결을 그리고 있는 이 책은《1984》와 《멋진 신세계》,《반지의 제왕》에 큰 영향을 끼친 숨겨진 걸작으로 평가받는다. 벤슨이 100년 전에 상상한 미래 세계는 소름 끼칠 만큼 오늘의 세상과 닮아 있다. 그래서 작품을 집필했던 20세기 초보다 오늘날 우리들에게 더 시의적절한 메시"
인간의 척도,"13,500원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/215/16321540.jpg?type=m1&udate=Tue Apr 14 00:49:00 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%A7%88%EB%A5%B4%EC%BD%94+%EB%A7%90%EB%B0%9C%EB%94%94&frameFilterType=1&frameFilterValue=4665431, 마르코 말발디,그린하우스,"다 빈치 사후 500주년 기념작
전 세계 17개국 출간 화제작
“르네상스적 인간이라고 불리는 다 빈치야말로 우리가 풀고 싶은 궁극의 미스터리다”
줄거리를 파악하기 전부터 눈길을 끌고 흡인력을 발휘하는 소설이 있다. 핵심은 이야기를 풀어가는 방식인데, 마르코 말발디는 굉장한 이야기꾼이다. 이 책은 마르코 말발디의 대표작으로 그는 르네상스의 핵심 시대를, 넘치는 재기와 위트를 가지고 상상해냄으로써 독자들을 완벽히 유혹한다. 이 이야기는 역사소설이자 그 어떤 것과도 비교할 수 없는 미스터리 소설로 지적 스릴러를 대표하고 있다."
어쩌다 아이돌. 6,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/275/16327504.jpg?type=m1&udate=Tue Apr 14 00:49:00 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9D%B4%EC%A7%84%EC%9A%B1&frameFilterType=1&frameFilterValue=34057, 이진욱,어울림출판사,"아이돌 체육대회(1) 7
아이돌 체육대회(2) 19
아이돌 체육대회(3) 33
아이돌 체육대회(4) 45
아이돌 체육대회(5) 57
아이돌 체육대회(6) 69
아이돌 체육대회(7) 81
아이돌 체육대회(8) 93
크루(CREW)(1) 105
크루(CREW)(2) 117
크루(CREW)(3) 129
크루(CREW)(4) 141
크루(CREW)(5) 153
와일드 스웨거(1) 165
와일드 스웨거(2) 177
아라와 유키(1) 1"
초판본 셰익스피어 4대 비극,"22,320원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/132/16313254.jpg?type=m1&udate=Tue Apr 14 00:49:00 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9C%8C%EB%A6%AC%EC%97%84+%EC%85%B0%EC%9D%B5%EC%8A%A4%ED%94%BC%EC%96%B4&frameFilterType=1&frameFilterValue=6000003242, 윌리엄 셰익스피어,더스토리,"영국이 낳은 세계 최고의 시인 겸 극작가 셰익스피어의 4대 비극
햄릿, 오셀로, 리어왕, 맥베스
불멸의 고전을 한 권으로 읽는다!누구에게나 알려져 있지만 모두가 읽어보지는 못한 셰익스피어 4대 비극. 더스토리가 대문호 셰익스피어의 작품 세계를 되짚어 볼 수 있는 대표작 《셰익스피어 4대 비극》을 묶어 한 권으로 출간했다.
먼 과거에 쓰인 셰익스피어의 비극이 시간이 지나도 전 세계 사람들로부터 사랑받고, 무대에서 공연되는 이유는 바로 ‘현대성’에 있다. 인간의 보편적 감성이 불변함을 셰익스피어는 알"
악마의 첫 번째 유혹(할리퀸 로맨스 HR 273),"4,680원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/205/16320587.jpg?type=m1&udate=Tue Apr 14 00:49:00 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%A6%B0+%EA%B7%B8%EB%A0%88%EC%9D%B4%EC%97%84&frameFilterType=1&frameFilterValue=6000001068, 린 그레이엄,신영미디어,"♣ 트리플 리치
원하는 모든 걸 가진 하룻밤

억만장자 플레이보이 앙겔의 비서로 일하던 메리. 그의 카리스마에 조용히 흠모의 감정을 느끼던 어느 날, 앙겔의 노골적인 유혹을 받는다. 이에 넘어가 하룻밤을 함께 보내지만 진지한 관계로 돌입하기는커녕 그녀를 기다리고 있는 건 어처구니없게도 퇴사 압박뿐이었다! 게다가 임신했다는 걸 뒤늦게 깨달은 메리가 이 사실을 전하지만, 그는 이에 개입하지 않겠다며 선을 긋는 것이었다. 하지만 1년 후, 그녀를 찾아온 앙겔은 결혼하여 아이를 같이 키우자며 갑작스럽게 태도를 바꾸는데"
호밀밭의 파수꾼(개정판),"6,930원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/181/16318160.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%A0%9C%EB%A1%AC+%EB%8D%B0%EC%9D%B4%EB%B9%84%EB%93%9C+%EC%83%90%EB%A6%B0%EC%A0%80&frameFilterType=1&frameFilterValue=6000003571, 제롬 데이비드 샐린저,혜원출판사,"소중한 기억들을 잊을까봐, 위선적인 어른이 되어버릴까봐
두렵고 혼란스러운 사춘기 소년의 성장통을 섬세하게 그려낸 소설
‘최고의 현대문학(윌리엄 포크너)’ ‘20세기 최고의 소설’로 꼽히는 모던클래식빈정대다가도 금세 얼굴을 붉히고, 거짓말을 밥 먹듯 하면서도 작은 거짓말에 양심의 가책을 느끼고, 날 내버려 두라고 하면서도 막상 아무도 찾지 않으면 한없이 초조해하고, 아무도 자기를 이해하지 못한다고 조소하지만 막상 이해받지 못하면 의기소침해하고, 어른들이 위선적이라고 비난하지만 누구보다도 어른이 되고 싶어하"
더 월,"11,700원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/234/16323406.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%A1%B4+%EB%9E%80%EC%B2%B4%EC%8A%A4%ED%84%B0&frameFilterType=1&frameFilterValue=13379, 존 란체스터,서울문화사,"2019 부커상 후보작
‘이 작품이야말로 이 시대의 《1984》이다!’* 〈파이낸셜타임즈〉, 〈이브닝스탠다드〉가 선정한 2019 최고의 책
* 우리에게 닥칠 기후 변화가 가져올 거대한 재앙! 곧 도래할 황폐화된 시대에는 어떤 일이 일어날까?
* 신입 경계병의 시선에는 어떤 것이 비춰질까? 작가의 날카로운 통찰력이 돋보이는 책

부커상 후보작에 오르며 문학성과 작품성을 전 세계에 인정받은 화제의 소설!
‘이 시대의 《1984》라고 할 수 있는 작품’

난민과 불법"
비화야담 1,"10,800원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/198/16319887.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%B0%B1%EC%8A%B9%EB%A6%BC&frameFilterType=1&frameFilterValue=3926872, 백승림,동아,
텍사스로 돌아온 사랑(할리퀸 로맨스 HR 274),"4,680원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/205/16320588.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%A1%9C%EB%A0%8C+%EC%BA%90%EB%84%8C&frameFilterType=1&frameFilterValue=3177592, 로렌 캐넌,신영미디어,"특별한 우정, 독특한 유대감

어린 조카를 키우며 동물 병원을 운영하는 홀리. 어느 날, 그녀의 첫사랑이 돌아온다! 오빠의 옛 친구인 챈스가 해군 특수 부대 복무 중에 부상을 입어 잠시 고향에 온 것이다. 어렸을 적에는 그녀를 막냇동생 정도로 취급하더니, 훌쩍 성숙한 그녀의 모습에 그 또한 흔들리는 게 홀리의 눈에도 빤히 보일 정도! 하지만 그에겐 복귀가 기다리고 있기에, 그녀는 그에게 다가가기가 힘겨운데….

우리 둘 다 그냥 키스 이상이라는 걸 알잖아…"
두 사람의 비밀,"13,500원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/269/16326998.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%BA%90%EB%9F%B0+M.+%EB%A7%A5%EB%A7%A4%EB%84%88%EC%8A%A4&frameFilterType=1&frameFilterValue=4285360, 캐런 M. 맥매너스,현암사,"데뷔작 『누군가는 거짓말을 하고 있다』로 세계적 돌풍을 일으킨 작가 캐런 M. 맥매너스가 두 번째 작품 『두 사람의 비밀』로 돌아왔다. 이번 작품에서 맥매너스는 한층 더 속도감 있는 전개로 쌍둥이 남매가 엄마의 고향 마을로 오면서부터 벌어지는 사건을 그려낸다. 23년 전의 실종 사건과 5년 전의 살인 사건, 그리고 새롭게 나타난 협박 메시지. 숨 돌릴 틈 없이 이어지는 사건들 속에서 범인의 정체가 점점 드러난다.

엘러리는 쌍둥이 형제인 에즈라와 함께 엄마의 고향인 에코리지로 오게 된다. 그림같이 아름다운 이 작은 마"
씨씨 허니컷 구하기,"13,950원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/263/16326351.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%B2%A0%EC%8A%A4+%ED%98%B8%ED%94%84%EB%A8%BC+%EC%A0%80&frameFilterType=1&frameFilterValue=4666502, 베스 호프먼 저,문학동네,"“새로운 인생이 조지아의 복숭아처럼
달콤하게 피어나기 시작했다.”“남부의 매력적이고 강한 여자들, 짓궂은 유머, 선한 마음으로 가득한 소설.”
_크리스틴 해나(소설가)

『작은 아씨들』의 조,
『소공녀』의 세라,
『오만과 편견』의 엘리자베스,
『빨강 머리 앤』의 앤……

 당찬 소녀 주인공의 계보를 잇는
 책벌레 소녀 씨씨

씨씨의 엄마는 빨간 새틴 구두를 길 한가운데 남겨둔 채 세상을 떠났다. 목격자는 세 명이었다. 다들 우스꽝스러"
신비한 수학의 땅 툴리아: 지하실의 미스터리,"10,800원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/198/16319857.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B6%8C%ED%98%81%EC%A7%84&frameFilterType=1&frameFilterValue=55864, 권혁진,유아이북스,"수능 전국 수석이 추천하는 책!
중학 수학의 기본 개념을 라이트노벨로 읽는다아이들에게 수학은 골칫거리다. 개념부터 어렵고 딱딱하다고 생각하고 지레 포기하기도 한다. 이 책 〈신비한 수학의 땅, 툴리아〉는 수학이라면 질색하는 아이들도 자연스레 수학과 친해지고 마법처럼 빠져들길 바라는 마음을 담아 탄생됐다. 가족들을 찾는 주인공 소희와 할머니 댁 근처에 사는 동네 소년 진영이, 할머니 댁에 사는 치비가 함께 요괴들과 신비한 비밀이 가득한 ‘툴리아’라는 세계에 도착하면서 이야기가 시작한다. 저자의 번뜩이는 아이디어와"
빵 굽는 신데렐라(할리퀸 로맨스 HR 275),"4,680원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/205/16320590.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%82%98%ED%83%88%EB%A6%AC+%EC%95%A4%EB%8D%94%EC%8A%A8&frameFilterType=1&frameFilterValue=2195637, 나탈리 앤더슨,신영미디어,"순진한 신데렐라를 깨우는 장미 향기!

힘든 처지에 있는 사람을 그냥 지나치지 못하는 그레이스. 그녀는 이웃의 부탁으로 으리으리한 호숫가 대저택 정원에 물을 주는 일을 하게 된다. 그런데 꽃에 물을 주다 저택 주인 라파엘과 마주치고, 엉겁결에 파티에 가던 그를 물로 흠뻑 적셔 버린다! 쫄딱 젖은 채 불법 침입자라고 그녀를 몰아붙이는 라파엘. 그런데 그가 갑자기 무슨 바람이 불었는지, 다 용서해 줄 테니 자신과 함께 파티에 참석해 달라고 그녀를 꼬시기 시작하는데….

정직하게 대답해 봐…"
최강 현령. 10(완결),"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/270/16327011.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%ED%99%8D%EC%A0%95%ED%91%9C&frameFilterType=1&frameFilterValue=18657, 홍정표,어울림,"첫사랑의 한 마디에 인생 목표를 세웠다.

“조, 좋아! 그럼 나는 커서 현령 어른이 될 거야!”

꿈에 그리던 현령이 되었지만
첫사랑은 결국 이루어지지 않고

부임하자마자 무림의 사건에 휘말리게 되는데…

“현령 장우강을 종5품 무림 감찰어사로 명한다!”

최강의 현령이자 무림어사 장우강!
나라의 안위를 위해 무림을 평정하라!!"
비화야담 2,"10,800원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/198/16319888.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%B0%B1%EC%8A%B9%EB%A6%BC&frameFilterType=1&frameFilterValue=3926872, 백승림,동아,
눈먼 자들의 키스(할리퀸 로맨스 HR 276),"4,680원(-10%)",https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%82%98%EC%9D%B4%EB%A7%88+%EC%8B%9C%EB%AA%AC&frameFilterType=1&frameFilterValue=4665227, 나이마 시몬,신영미디어,"♣ 이달의 추천작
모든 것을 가려 주는 어둠 속에서…

홀로 어렵게 아이를 키우던 이소벨은 죽은 남편의 가족에게 도움을 청하기로 결심하고 시댁 식구가 참석하는 파티에 찾아간다. 그러나 갑작스럽게 정전이 되고, 어둠 속에서 공황 발작에 빠진 남자를 도와주게 된 그녀. 다행히 이소벨의 도움으로 남자는 조금씩 진정하고, 즐거운 대화를 나누던 두 사람은 진한 스킨십까지 갖는다. 그러나 어둠이 걷히고 상대방의 정체를 알게 된 그녀는 얼어붙는다! 그렇게 잘 맞았던 남자가 바로 그녀가 친구를 죽음으로 몰아넣었다고 비난을 퍼"
못생겨도 천하제일. 5,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/270/16327012.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9E%A5%EC%9D%80%EC%84%B1&frameFilterType=1&frameFilterValue=12916, 장은성,어울림,"못난 외모로 세상과 단절되어 살던 유진!
믿었던 애인에게 배신당하고 자살을 선택하는데…

“천권성(天權星)…이요?”

북두칠성의 힘으로 오가장의 여식으로 환생한다.
하지만 환생한 오유진 역시 추녀였다.

 “변할 거야. 변한다.”

그런 그녀가 이젠 변하려고 한다.

추녀에서 미녀로!
삼류세가 오가장을 천하제일세가로!
그리고 무극에 도달하여 천하제일인이 될 수 있을까?"
허즈번드 1,"11,700원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/240/16324035.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%ED%99%A9%ED%95%9C%EC%98%81&frameFilterType=1&frameFilterValue=3362834, 황한영,가연,
황금 나침반,"19,800원(-10%)",https://bookthumb-phinf.pstatic.net/cover/162/980/16298002.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%ED%95%84%EB%A6%BD+%ED%92%80%EB%A8%BC&frameFilterType=1&frameFilterValue=6000004757, 필립 풀먼,에프(F),"세계의 걸작들이 ‘그래픽노블’로 거듭나고 있다!『시녀 이야기』, 『앵무새 죽이기』, 『모비 딕』, 『기억 전달자』, 『스피크』 -이 작품들의 공통점은 무엇일까? 바로 오래전 출간되어 큰 호응을 얻었던 소설들이 그래픽노블이라는 새 옷을 입고 독자들을 다시 찾아왔다는 점이다.
소설처럼 밀도 있는 텍스트에 만화의 시각적 요소를 접목시킨 ‘그래픽노블(GRAPHIC NOVEL)’은 이제 엄연한 하나의 장르로 자리매김하며 시각 예술로 인정받고 있다. 이전에는 특정 독자층을 타깃으로 하는 마블 코믹스나 DC 코믹스 등이 강"
고요함 동물,"12,600원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/214/16321447.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%B0%95%EC%86%94%EB%AB%BC&frameFilterType=1&frameFilterValue=5000020721, 박솔뫼,창비,"“탐정 고양이 차미,
내가 사는 나의 방에 내가 나타나게 도와줘! 나를 해결해줘!”
미로 같은 일상, 수상한 기미와 징조들
박솔뫼가 선사하는 새로운 앨리스와 이상한 나라박솔뫼가 이번에는 ‘고양이’를 품에 안고 돌아왔다. 전위적인 실험성과 탐미적인 언어와 고유의 스타일로 2009년 작품활동을 시작한 이래 끊임없는 주목을 받아온 박솔뫼의 『고요함 동물』이 창비 ‘소설Q’ 시리즈의 여섯번째 소설로 출간되었다. 평범한 일상을 살던 ‘나’의 고양이 ‘차미’는 어느날 불현듯 탐정이 되기로 한다. 탐정 고양이"
브로맨스 북클럽,"13,320원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/239/16323970.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%A6%AC%EC%82%AC+%EC%BC%80%EC%9D%B4+%EC%95%A0%EB%8D%A4%EC%8A%A4&frameFilterType=1&frameFilterValue=4665941, 리사 케이 애덤스,황금시간,"★아마존 에디터 선정, 2019년 로맨스 소설 1위!★
“북클럽의 첫 번째 규칙은, 
북클럽에 대해 발설하지 않는다.”
세상에서 가장 은밀한 북클럽의 연애고수 만들기 프로젝트
현실 커플의 공감 백배 섹시 로맨틱 코미디누군가에게 ‘연애를 글로 배운 사람’이라고 한다면, 그것은 ‘연애 관계를 유지하는 데 필요한 제대로 된 커뮤니케이션도 못하고, 상대방의 마음도 잘 모르며, 계속 연애에 실패하는 사람’이라는 걸 에둘러 말하는 것일 터. 그러나 여기, 연인과 좋은 관계를 잘 유지하고 연애를 잘 하"
내가 축구를 못하는 건 환경 탓이야. 6,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/275/16327501.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B9%80%ED%83%9C%EC%99%95&frameFilterType=1&frameFilterValue=4626896, 김태왕,어울림출판사,"어려운 가정형편으로 꿈을 포기한 동현.
그럼에도 축구에 대한 미련을 버리긴 어려웠다.

“축구…하고 싶어요.”

꿈속에 찾아온 사랑하는 가족들.
옥황상제가 허락한 능력을 선물하는데…

“입단 테스트 한번 받아볼래?”

포기했던 꿈을 향해 달려간다.
최강 플레이어의 전설이 시작된다!"
허즈번드 2,"11,700원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/240/16324037.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%ED%99%A9%ED%95%9C%EC%98%81&frameFilterType=1&frameFilterValue=3362834, 황한영,가연,
범죄의 붉은 실(양장본 HardCover),"13,500원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/214/16321470.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%AF%B8%EC%8A%A4%ED%84%B0+%ED%8E%AB&frameFilterType=1&frameFilterValue=3866842, 미스터 펫,엘릭시르,"타이완 추리작가협회상 수상!
아주 사소한 계기로 사람의 마음은 범죄에 물들어간다.“작든 크든 자기가 원하는 것을 얻기 위해서 수단을 가리지 않는 게 바로 인간이야.”
정체성을 야금야금 갉아먹은 친구와의 재회, 사랑하는 사람을 잃은 분노, 거짓말쟁이 애인의 기만, 거부할 수 없는 상사의 명령 등 하나의 계기만 있다면 누구나 범죄에 발을 들일 수 있다.

타이완 본격 추리소설의 선두 주자 미스터 펫의 엘릭시르 오리지널 단편집 『범죄의 붉은 실』이 출간되었다. 트릭과 수수께끼 풀이라는 미스터리"
다시 태어나도 그 놈은 피해라. 6,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/275/16327502.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%91%90%EA%B2%BD&frameFilterType=1&frameFilterValue=2464663, 두경,어울림출판사,"믿었던 모두가 배신자였다.
아내마저 배신하고 
친구는 인생을 조종했다.

운명은 시간을 14년 전으로 되돌리고
복수할 기회를 주는데........

과거로 돌아와버린 한우진
철저하게 짓밟힌 인생을 되찾고자 한다."
가짜 남편 1,"8,100원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/208/16320858.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9D%B4%EC%9C%A4%EC%A0%95&frameFilterType=1&frameFilterValue=1135, 이윤정,다향,
가짜 남편 2,"8,100원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/208/16320860.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EC%9D%B4%EC%9C%A4%EC%A0%95&frameFilterType=1&frameFilterValue=1135, 이윤정,다향,
시스템으로 이계 귀환 7,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/263/16326389.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%ED%83%81%EB%AA%A9%EC%A1%B0&frameFilterType=1&frameFilterValue=5000017989, 탁목조,파피루스(디앤씨미디어),
서녀명란전 5,"12,600원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/242/16324223.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B4%80%EC%8B%AC%EC%A6%89%EB%9E%80&frameFilterType=1&frameFilterValue=4629148, 관심즉란,위즈덤하우스,
다 해먹는 배우님 9,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/263/16326390.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EB%B2%94%ED%83%88&frameFilterType=1&frameFilterValue=4149384, 범탈,파피루스(디앤씨미디어),책 상세정보가 없습니다.
서녀명란전 6,"12,600원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/242/16324224.jpg?type=m1&udate=Tue Apr 14 00:49:01 KST 2020,http://book.naver.com/search/search.nhn?query=%EA%B4%80%EC%8B%AC%EC%A6%89%EB%9E%80&frameFilterType=1&frameFilterValue=4629148, 관심즉란,위즈덤하우스,
